,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_model,0_seed,0_dataset,0_LM_init,0_freeze_until,1_task,2_val_acc,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0
0,1,1,2,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T2_-0.05_0startStage,BERT_small,1,SyntaxDataModule,False,-1.0,2,1.0,12.0,True,BERT_small,64,0.01,-0.05,0,,,,
1,1,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T2_-0.05_0startStage,BERT_small,1,SyntaxDataModule,,,0,,,,BERT_small,64,0.01,-0.05,0,validate,0.13509196,0.9980469,12776781.0
2,1,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T2_-0.05_0startStage,BERT_small,1,SyntaxDataModule,,,1,,,,BERT_small,64,0.01,-0.05,0,validate,1.9625897,0.35201323,12776781.0
3,1,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T2_-0.05_0startStage,BERT_small,1,SyntaxDataModule,,,2,,,,BERT_small,64,0.01,-0.05,0,validate,2.0297422,0.35051084,12776781.0
4,1,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T2_-0.05_0startStage,BERT_small,1,SyntaxDataModule,,,3,,,,BERT_small,64,0.01,-0.05,0,validate,0.17048237,0.98125,12776781.0
5,1,0,2,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T2_-0.05_0startStage,BERT_small,1,SyntaxDataModule,,,4,,,,BERT_small,64,0.01,-0.05,0,validate,0.07966366,1.0,12776781.0
6,1,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T2_-0.05_0startStage,BERT_small,1,SyntaxDataModule,,,0,,,,BERT_small,64,0.01,-0.05,0,validate,0.13697773,0.9980469,12776781.0
7,1,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T2_-0.05_0startStage,BERT_small,1,SyntaxDataModule,,,1,,,,BERT_small,64,0.01,-0.05,0,validate,1.9520662,0.35591948,12776781.0
8,1,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T2_-0.05_0startStage,BERT_small,1,SyntaxDataModule,,,2,,,,BERT_small,64,0.01,-0.05,0,validate,2.0250437,0.34465146,12776781.0
9,1,0,2,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Language/Models/BERT_Small/SVAgr_S_Experiments/BERT_Small_model1_T2_-0.05_0startStage,BERT_small,1,SyntaxDataModule,,,3,,,,BERT_small,64,0.01,-0.05,0,validate,0.17241473,0.98125,12776781.0
