,0_Model_ID,0_train,0_train_task,0_ablation,0_exp_dir,0_seed,0_dataset,1_task,2_val_acc,2_val_loss,2_best_epoch,2_used_last_model,3_backbone,3_batch_size,3_lr,3_l0_init,3_l0_stages,0_eval_type,2_test_loss,2_test_acc,2_test_L0,2_test_L0_Max
0,c863771a-6ab5-418a-82c0-f5cbca776241,1,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,116,0.9679999947547913,1.3873658180236816,72.0,True,resnet50,64,0.01,0.05,['stage_4'],,,,,
1,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,115,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3861071,0.936,19169743.0,19398656.0
2,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,116,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3862894,0.336,19169743.0,19398656.0
3,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,117,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3862373,0.5,19169743.0,19398656.0
4,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,118,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3861094,0.938,19169743.0,19398656.0
5,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,119,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3860644,0.962,19169743.0,19398656.0
6,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,120,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3861147,0.952,19169743.0,19398656.0
7,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,115,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3861393,0.936,19169743.0,19398656.0
8,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,116,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3862885,0.338,19169743.0,19398656.0
9,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,117,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3862458,0.5,19169743.0,19398656.0
10,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,118,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3861399,0.93,19169743.0,19398656.0
11,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,119,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3861073,0.962,19169743.0,19398656.0
12,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,120,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3861492,0.954,19169743.0,19398656.0
13,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,115,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3853035,0.924,228913.0,19398656.0
14,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,116,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3850766,0.968,228913.0,19398656.0
15,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,117,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3863924,0.256,228913.0,19398656.0
16,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,118,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3851287,0.994,228913.0,19398656.0
17,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,119,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3862346,0.706,228913.0,19398656.0
18,c863771a-6ab5-418a-82c0-f5cbca776241,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,120,,,,,resnet50,64,0.01,0.05,['stage_4'],validate,1.3847657,0.998,228913.0,19398656.0
19,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,1,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,116,0.9700000286102295,1.373767375946045,90.0,True,resnet50,64,0.0001,0.05,['stage_4'],,,,,
20,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,115,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3819653,0.818,19108473.0,19398656.0
21,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,116,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3873172,0.264,19108473.0,19398656.0
22,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,117,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3813355,0.784,19108473.0,19398656.0
23,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,118,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3804117,0.874,19108473.0,19398656.0
24,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,119,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3794066,0.874,19108473.0,19398656.0
25,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,zero,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,120,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3852534,0.676,19108473.0,19398656.0
26,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,115,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3822283,0.81,19108473.0,19398656.0
27,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,116,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3872564,0.264,19108473.0,19398656.0
28,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,117,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3816255,0.786,19108473.0,19398656.0
29,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,118,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3807647,0.872,19108473.0,19398656.0
30,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,119,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.379839,0.874,19108473.0,19398656.0
31,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,random,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,120,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3853322,0.672,19108473.0,19398656.0
32,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,115,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3743626,0.932,290183.0,19398656.0
33,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,116,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3708655,0.97,290183.0,19398656.0
34,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,117,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3878169,0.274,290183.0,19398656.0
35,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,118,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3720256,0.994,290183.0,19398656.0
36,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,119,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3859463,0.708,290183.0,19398656.0
37,3212b38f-b28c-4190-9f95-d0c27a0e2dfd,0,116,,/users/mlepori/data/mlepori/projects/Compositional_Subnetworks/Vision/Models/Count_Contact/Resnet50/Pruned_Mask_Parameters/49995cc4-ab6b-47f3-99a4-9c2de616c7e9_T115/db89fc41-7d31-4f19-b28d-173cefad8e35/116/T116_0.05_1stage,0,CVRTDataModule,120,,,,,resnet50,64,0.0001,0.05,['stage_4'],validate,1.3661407,0.998,290183.0,19398656.0
